40Ca  6.23e-03  1.74e-02  8.00e-03  1.85e-02  3.10e-03  1.94e-02  4.72e-03  1.58e-02  5.10e-03  1.83e-02  3.98e-03  2.04e-02
42Ca  7.70e-06  2.60e-05  6.18e-06  3.36e-05  7.83e-06  3.88e-05  4.08e-06  2.01e-05  8.51e-06  2.59e-05  5.50e-06  3.06e-05
43Ca  2.99e-05  1.77e-07  2.00e-05  1.58e-07  1.93e-05  1.83e-07  1.34e-05  2.89e-07  2.43e-05  1.83e-07  1.07e-05  1.28e-07
44Ca  1.79e-03  1.38e-05  2.68e-03  1.21e-05  2.16e-04  1.18e-05  8.85e-04  1.61e-05  2.03e-03  1.50e-05  7.20e-04  1.44e-05
46Ca  2.18e-11  5.18e-09  3.62e-09  3.14e-08  7.55e-09  3.27e-08  1.51e-11  4.97e-10  3.57e-10  1.54e-08  6.10e-09  2.10e-08
48Ca  6.30e-10  1.35e-10  9.97e-10  2.38e-09  1.84e-09  3.47e-09  6.28e-10  4.33e-12  6.53e-10  7.13e-10  1.29e-09  1.60e-09
45Sc  4.24e-06  2.49e-07  5.86e-06  3.29e-07  1.15e-06  3.71e-07  1.12e-06  1.93e-07  4.53e-06  2.52e-07  5.19e-06  2.88e-07
46Ti  7.74e-06  9.77e-06  3.51e-06  1.24e-05  1.14e-06  1.41e-05  3.61e-05  7.60e-06  4.43e-06  9.81e-06  2.79e-06  1.16e-05
47Ti  7.00e-05  6.12e-07  8.07e-05  5.99e-07  7.22e-06  6.66e-07  5.43e-05  7.72e-07  5.93e-05  6.37e-07  4.40e-05  5.64e-07
48Ti  3.82e-03  3.33e-04  2.59e-03  3.13e-04  7.37e-06  2.86e-04  1.92e-03  3.40e-04  4.60e-03  3.66e-04  1.06e-04  3.89e-04
49Ti  3.55e-05  2.41e-05  2.49e-05  2.35e-05  2.72e-07  2.20e-05  2.40e-05  2.36e-05  4.71e-05  2.60e-05  3.83e-06  2.80e-05
50Ti  1.02e-09  2.55e-08  8.32e-09  4.52e-08  1.89e-08  5.38e-08  9.27e-10  6.55e-09  1.91e-09  2.41e-08  1.62e-08  2.95e-08
50V   6.01e-10  2.20e-08  1.34e-09  3.15e-08  1.23e-09  3.90e-08  3.10e-10  9.97e-09  1.00e-09  2.03e-08  1.57e-09  2.16e-08
51V   2.96e-04  6.70e-05  1.19e-04  6.50e-05  2.64e-07  6.03e-05  2.57e-04  6.61e-05  3.91e-04  7.19e-05  5.09e-06  7.74e-05
50Cr  3.80e-05  2.27e-04  9.65e-06  2.50e-04  1.49e-07  2.62e-04  2.08e-04  2.00e-04  2.15e-05  2.33e-04  1.51e-06  2.64e-04
52Cr  7.48e-03  7.34e-03  8.05e-04  6.78e-03  1.14e-06  5.66e-03  3.99e-03  7.52e-03  5.15e-03  8.16e-03  4.41e-06  8.79e-03
53Cr  1.13e-04  7.01e-04  2.29e-05  6.62e-04  1.03e-07  5.67e-04  7.08e-05  7.06e-04  1.54e-04  7.69e-04  5.07e-07  8.30e-04
54Cr  5.56e-09  1.25e-07  4.06e-08  2.16e-07  8.08e-08  2.61e-07  4.30e-09  8.43e-08  1.04e-08  1.30e-07  8.43e-08  1.63e-07
55Mn  9.42e-04  3.86e-03  3.17e-05  3.58e-03  5.87e-07  2.91e-03  3.75e-04  3.96e-03  4.12e-04  4.24e-03  7.16e-07  4.59e-03
54Fe  7.33e-05  2.33e-02  1.08e-05  2.44e-02  1.27e-06  2.36e-02  5.02e-05  2.15e-02  9.12e-05  2.46e-02  1.01e-06  2.77e-02
56Fe  1.49e-02  3.12e-01  8.14e-05  2.01e-01  2.21e-05  1.32e-01  2.61e-02  4.77e-01  2.01e-03  3.84e-01  1.60e-05  3.30e-01
57Fe  1.34e-03  5.53e-03  1.24e-05  2.59e-03  3.50e-06  1.55e-03  2.47e-03  1.04e-02  1.44e-04  7.10e-03  3.93e-06  5.07e-03
58Fe  1.55e-07  9.49e-07  2.75e-06  4.03e-06  4.14e-06  5.21e-06  7.34e-08  4.70e-07  5.12e-07  1.38e-06  5.13e-06  2.41e-06
59Co  4.83e-05  1.33e-04  1.65e-05  1.90e-05  6.03e-06  1.06e-05  3.23e-04  3.68e-04  2.12e-05  1.92e-04  8.64e-06  7.76e-05
58Ni  2.12e-04  7.84e-03  1.89e-05  3.25e-03  5.52e-06  2.03e-03  6.59e-04  1.55e-02  1.00e-04  1.04e-02  7.40e-06  7.00e-03
60Ni  1.60e-03  1.98e-03  2.02e-05  2.17e-04  7.13e-06  1.22e-04  2.70e-03  5.73e-03  8.26e-05  2.89e-03  1.09e-05  9.51e-04
61Ni  3.05e-04  8.07e-05  7.62e-06  1.43e-05  2.48e-06  1.23e-05  3.97e-04  2.30e-04  1.36e-05  1.15e-04  2.91e-06  3.91e-05
62Ni  1.63e-04  6.73e-04  1.54e-05  1.07e-04  3.29e-06  8.82e-05  1.72e-04  1.92e-03  2.99e-05  9.71e-04  4.60e-06  3.35e-04
64Ni  6.62e-08  2.67e-06  2.46e-07  3.72e-06  2.25e-07  4.57e-06  9.61e-09  9.45e-07  1.83e-07  2.35e-06  2.98e-07  2.44e-06
63Cu  6.90e-06  4.82e-06  2.35e-06  7.33e-06  4.96e-07  8.82e-06  1.37e-05  2.65e-06  2.64e-06  5.16e-06  8.31e-07  5.02e-06
64Zn  1.35e-04  9.67e-06  2.11e-06  6.50e-06  1.28e-07  8.02e-06  2.70e-04  1.93e-05  4.54e-06  1.08e-05  2.48e-07  5.92e-06
66Zn  2.60e-05  3.18e-05  2.50e-06  2.92e-05  2.62e-07  3.58e-05  3.11e-05  4.90e-05  6.81e-06  3.23e-05  3.73e-07  2.41e-05
67Zn  4.92e-06  5.55e-07  9.79e-07  6.99e-07  3.56e-08  8.23e-07  2.45e-06  1.98e-07  2.63e-06  4.89e-07  6.03e-08  4.72e-07
68Zn  8.43e-06  2.24e-06  1.21e-06  2.99e-06  3.76e-08  3.70e-06  4.21e-06  1.41e-06  4.67e-06  1.64e-06  5.99e-08  2.01e-06
70Zn  2.65e-10  2.31e-08  2.93e-09  3.09e-08  4.30e-09  3.64e-08  8.05e-11  7.42e-09  1.15e-09  2.07e-08  5.23e-09  2.04e-08
69Ga  6.81e-07  9.18e-07  1.04e-07  1.17e-06  1.19e-08  1.40e-06  3.41e-07  6.68e-07  4.65e-07  6.68e-07  1.51e-08  8.02e-07
71Ga  5.87e-08  2.01e-07  2.90e-08  2.30e-07  8.17e-09  2.70e-07  2.83e-08  1.10e-07  5.84e-08  1.41e-07  1.01e-08  1.57e-07
